CO_EXPEDIENTE,NU_PROCESSO,NU_ACAO,NU_GRUPO_ASSUNTO,NU_ASSUNTO
26.000.07897/2018,00124195320175150086,54,75,"[63, 508, 531]"
26.000.07898/2018,00119221020175150128,54,75,"[63, 506, 508, 531, 705, 709]"
26.000.07899/2018,00128444720175150097,54,75,"[63, 506, 508, 531, 709]"
26.000.07900/2018,00127247120175150010,54,75,"[63, 507, 508, 531, 709]"
26.000.07903/2018,00119996520175150145,54,50,"[24, 142, 414, 531, 586, 705, 706, 929]"
26.000.07904/2018,00124903720175150092,54,75,"[63, 508, 531]"
26.000.07917/2018,00108766220175150135,54,47,"[138, 176, 531]"
26.000.07918/2018,00122242620175150003,54,47,"[138, 175, 531]"
26.000.07919/2018,00113438720175150152,54,47,"[138, 176, 531]"
26.000.07983/2017,00108398920175150020,9,75,"[50, 63, 508, 524, 531]"
26.000.08052/2017,00112027020175150022,54,48,"[176, 531, 540]"
26.000.08053/2017,00107906620175150014,54,47,"[138, 176, 531]"
26.000.08322/2017,00112147020175150059,54,51,"[142, 414, 436, 508, 527, 531, 621, 705]"
26.000.08324/2017,00110565420175150046,54,48,"[176, 531, 540]"
26.000.08325/2017,00107338520175150034,54,47,"[138, 176, 531]"
26.000.08326/2017,00112209120175150022,54,48,"[176, 531, 540]"
26.000.08328/2017,00121216520165150096,54,47,"[138, 176, 531]"
26.000.08395/2017,00109769020175150046,54,998,"[63, 531, 587, 716]"
26.000.08396/2017,00123401320165150053,54,58,"[63, 96, 506, 507, 527, 531, 621, 706, 930]"
26.000.08397/2017,00102003220175150130,54,75,"[63, 508, 531]"
26.000.08398/2017,00108821620175150088,54,51,"[63, 436, 506, 508, 531, 621]"
26.000.08399/2017,00100379320175150084,54,58,"[63, 506, 531, 930]"
26.000.08400/2017,00127769520165150012,54,998,"[50, 531, 617, 716]"
26.000.08401/2017,00111725320175150016,54,54,"[414, 527, 531, 706, 709]"
26.000.08410/2017,00102275420175150020,54,58,"[63, 96, 506, 507, 527, 531, 621, 706, 929]"
26.000.08460/2017,00104198820175150148,54,998,"[20, 24, 50, 53, 527, 531, 621, 705, 782]"
26.000.08461/2017,00104259520175150148,54,998,"[20, 50, 53, 507, 508, 527, 531, 621, 705, 706, 709, 782]"
26.000.08462/2017,00112335320175150002,9,998,"[58, 87, 524, 531]"
26.000.08669/2017,00112750520175150002,54,998,"[531, 617, 716]"
26.000.08670/2017,00125524020165150051,54,48,"[176, 531, 540]"
26.000.08671/2017,00101010820175150051,54,48,"[176, 531, 540]"
26.000.08672/2017,00129135720165150051,54,48,"[176, 531, 540]"
26.000.08673/2017,00129066520165150051,54,48,"[176, 531, 540]"
26.000.08674/2017,00128867420165150051,54,48,"[176, 531, 540]"
26.000.08675/2017,00129100520165150051,54,48,"[176, 531, 540]"
26.000.08676/2017,00129092020165150051,54,48,"[176, 531, 540]"
26.000.08677/2017,00128763020165150051,54,48,"[176, 531, 540]"
26.000.08678/2017,00128823720165150051,54,48,"[176, 531, 540]"
26.000.08679/2017,00102730420175150130,54,47,"[138, 176, 531]"
26.000.08680/2017,00119935120165150094,54,47,"[138, 176, 531]"
26.000.08681/2017,00100551920175150051,54,47,"[138, 176, 531]"
26.000.08682/2017,00105083420175150012,54,48,"[176, 531, 540]"
26.000.08683/2017,00107721520175150121,54,47,"[138, 176, 531]"
26.000.08684/2017,00106978120175150086,54,47,"[138, 176, 531]"
26.000.08689/2017,00104223920175150020,54,47,"[65, 138, 176, 531]"
26.000.08690/2017,00100395820165150097,54,47,"[138, 176, 531]"
26.000.08691/2017,00111786020175150016,54,47,"[138, 176, 230, 531]"
26.000.08692/2017,00103208320175150095,54,47,"[138, 176, 531]"
26.000.08693/2017,00125814620165150001,54,47,"[138, 176, 531]"
26.000.08694/2017,00106724520175150126,54,47,"[138, 176, 230, 531]"
26.000.08695/2017,00108550720175150129,54,47,"[138, 176, 531]"
26.000.08696/2017,00114658620165150071,54,48,"[176, 531, 540]"
26.000.08697/2017,00107525420175150014,54,47,"[138, 176, 531]"
26.000.08698/2017,00106821620175150118,54,47,"[138, 176, 531]"
26.000.08699/2017,00107565120175150092,54,47,"[138, 176, 531]"
26.000.08710/2017,00104891120175150147,54,47,"[138, 176, 531]"
26.000.08711/2017,00125441620165150099,54,47,"[138, 176, 531]"
26.000.08825/2017,00114536620175150094,9,998,"[58, 87, 524, 531]"
26.000.09152/2017,00111429520175150152,54,48,"[176, 531, 540]"
26.000.09153/2017,00117322320175150039,54,47,"[138, 176, 531]"
26.000.09234/2017,00112449220175150128,9,75,"[50, 508, 524, 531]"
26.000.09235/2017,00112466220175150128,9,54,"[524, 527, 531]"
26.000.09247/2017,00106517120175150093,54,47,"[138, 176, 531]"
26.000.09249/2017,00122970320165150045,54,998,"[63, 527, 531, 709]"
26.000.09294/2017,00106785620175150060,54,57,"[414, 507, 531, 621, 705, 706]"
26.000.09319/2017,00107068020175150009,54,51,"[63, 436, 531, 705]"
26.000.09320/2017,00107182420175150097,54,50,"[414, 527, 531, 586, 621, 705, 706]"
26.000.09321/2017,00106391820175150009,54,60,"[57, 63, 65, 531]"
26.000.09322/2017,00109189320175150141,54,998,"[63, 531, 587]"
26.000.09323/2017,00106118620175150094,54,47,"[138, 176, 531]"
26.000.09324/2017,00113317520175150022,54,47,"[138, 176, 531]"
26.000.09325/2017,00107555120175150097,54,47,"[138, 176, 531]"
26.000.09326/2017,00106217720175150047,54,48,"[176, 531, 540]"
26.000.09327/2017,00107313820175150092,54,46,"[63, 531, 929]"
26.000.09352/2017,00109807420175150096,54,51,"[57, 63, 436, 508, 531, 621, 705, 706]"
26.000.09353/2017,00109507020175150118,222,78,[52]
26.000.09405/2018,00118159620175150020,54,54,"[57, 63, 507, 508, 527, 531, 621, 705, 706, 709, 929]"
26.000.09423/2018,00121233520175150020,54,75,"[63, 508, 531]"
26.000.09449/2017,00117566520175150099,54,47,"[138, 176, 531]"
26.000.09450/2017,00107563620175150097,54,47,"[138, 176, 531]"
26.000.09614/2017,00111044920175150131,54,46,"[63, 505, 531, 929]"
26.000.09622/2017,00111367120175150093,54,47,"[138, 176, 531]"
26.000.09774/2017,00013642620174036326,54,48,"[175, 540]"
26.000.09900/2018,00122275520175150140,54,47,"[138, 176, 531]"
26.000.09915/2018,00113695420175150130,54,47,"[138, 176, 531]"
26.000.10005/2017,00117885320175150137,9,998,"[58, 87, 524, 531]"
26.000.10006/2017,00111985120175150016,54,78,"[50, 52, 414, 444, 531]"
26.000.10007/2017,00116226120175150059,54,51,"[63, 436, 506, 507, 508, 531, 621, 705, 706, 929]"
26.000.10008/2017,00105225920175150063,54,62,"[414, 507, 531]"
26.000.10009/2017,00128952920165150021,54,54,"[63, 506, 507, 508, 527, 531, 621, 706, 709]"
26.000.10010/2017,00130390320165150021,54,50,"[63, 531, 586, 621, 706]"
26.000.10011/2017,00131533920165150021,54,51,"[57, 63, 436, 507, 508, 531, 621, 929]"
26.000.10012/2017,00109075720175150014,54,50,"[414, 507, 531, 586, 621]"
26.000.10013/2017,00111103820175150137,54,79,"[50, 63, 340, 511, 531]"
26.000.10014/2017,00113743720175150046,54,48,"[176, 531, 540]"
26.000.10077/2017,00105829520175150139,54,47,"[65, 138, 176, 191, 531]"
26.000.10127/2017,00114634720175150018,54,54,"[63, 527, 531]"
26.000.10268/2017,00105828920175150141,54,51,"[414, 436, 531, 621]"
26.000.10269/2017,00106461420175150137,54,46,"[63, 531, 929]"
26.000.10270/2017,00109240820175150010,54,73,"[3, 50, 414, 523, 527, 531]"
26.000.10271/2017,00107670920175150051,54,46,"[50, 63, 436, 506, 531, 705]"
26.000.10354/2017,00108089120175150045,9,998,"[58, 87, 524, 531]"
26.000.10496/2017,00103920820175150051,9,75,"[63, 508, 524, 531]"
26.000.10501/2017,00105437120175150148,54,998,"[20, 50, 53, 507, 527, 531, 621, 705, 706, 782]"
26.000.10502/2017,00115925820175150016,54,51,"[20, 50, 436, 507, 531, 706, 929]"
26.000.10503/2017,00115969520175150016,54,78,"[50, 52, 153, 414, 586, 705, 706]"
26.000.10506/2017,00113264120175150123,54,47,"[138, 176, 531]"
26.000.10507/2017,00106684220175150147,54,47,"[138, 176, 531]"
26.000.10508/2017,00105638220175150012,54,48,"[176, 531, 540]"
26.000.10509/2017,00120093720165150051,54,48,"[176, 531, 540]"
26.000.10510/2017,00111411520175150022,54,48,"[176, 531, 540]"
26.000.10511/2017,00108443020175150047,54,48,"[176, 531, 540]"
26.000.10512/2017,00108451520175150047,54,48,"[176, 531, 540]"
26.000.10513/2017,00104104920175150012,54,48,"[176, 531, 540]"
26.000.10515/2017,00109681920175150045,54,47,"[138, 176, 531]"
26.000.10516/2017,00109474520175150012,54,48,"[176, 531, 540]"
26.000.10518/2017,00109639620175150012,54,48,"[176, 531, 540]"
26.000.10536/2017,00110029320175150012,54,48,"[176, 531, 540]"
26.000.10542/2017,00109483020175150012,54,48,"[176, 531, 540]"
26.000.10543/2017,00109587420175150012,54,48,"[176, 531, 540]"
26.000.10544/2017,00108642320175150111,54,48,"[176, 531, 540]"
26.000.10545/2017,00124799220165150043,54,47,"[138, 176, 531]"
26.000.10546/2017,00111108820175150088,54,47,"[138, 176, 531]"
26.000.10547/2017,00110296520175150145,54,48,"[176, 531, 540]"
26.000.10548/2017,00105336820175150102,54,47,"[50, 176, 531, 933]"
26.000.10549/2017,00115027820155150094,54,47,"[138, 176, 531]"
26.000.10550/2017,00121346720165150095,54,47,"[50, 138, 176, 531]"
26.000.10551/2017,00109458820175150137,54,48,"[176, 531, 540]"
26.000.10552/2017,00112907820175150032,54,47,"[138, 176, 531]"
26.000.10553/2017,00100170520175150084,54,47,"[138, 176, 531]"
26.000.10554/2017,00119719020165150094,54,47,"[138, 176, 531]"
26.000.10555/2017,00104923420165150071,54,48,"[176, 531, 540]"
26.000.10556/2017,00110904020175150010,54,47,"[138, 176, 531]"
26.000.10557/2017,00124522520165150071,54,58,"[63, 506, 531, 929]"
26.000.10689/2017,00112829220175150132,54,47,"[138, 176, 531]"
26.000.10691/2017,00103145120175150071,54,48,"[176, 531, 540]"
26.000.10749/2017,00114042820175150093,9,998,"[63, 82, 506, 524, 531, 587, 716]"
26.000.10751/2017,00113547920175150132,54,47,"[138, 176, 531]"
26.000.10784/2018,00113144720175150084,54,47,"[138, 176, 531]"
26.000.11357/2018,00125284620175150093,9,51,"[436, 524, 531, 621]"
26.000.11383/2018,00125171720175150093,54,54,"[50, 63, 508, 527, 706, 709]"
26.000.11402/2018,00121242020175150020,54,75,"[63, 508, 531]"
26.000.11519/2017,00114439320175150038,9,75,"[508, 524, 531]"
26.000.11753/2017,00114757420175150046,54,48,"[50, 176, 531, 540]"
26.000.11843/2017,00104435620175150071,54,48,"[176, 531, 540]"
26.000.11844/2017,00106841320175150012,54,47,"[50, 138, 176, 531]"
26.000.12159/2017,00111520520165150014,54,47,"[50, 138, 176, 531]"
26.000.12202/2017,00116853020175150013,54,47,"[138, 176, 531]"
26.000.12203/2017,00107567320175150020,54,47,"[50, 138, 176, 531]"
26.000.12204/2017,00107575820175150020,54,47,"[50, 138, 176, 531]"
26.000.12205/2017,00112209720175150020,54,47,"[50, 138, 176, 531]"
26.000.12206/2017,00117597520175150016,54,78,"[50, 52, 124, 153, 414, 444, 531]"
26.000.12207/2017,00113180920175150109,54,47,"[50, 138, 176, 531]"
26.000.12208/2017,00107863520175150012,54,47,"[50, 138, 176, 531]"
26.000.12209/2017,00106435020175150043,54,47,"[50, 138, 176, 531]"
26.000.12211/2017,00113302320175150109,54,62,"[20, 507, 531]"
26.000.12212/2017,00119643820175150135,54,75,"[63, 508, 531]"
26.000.12213/2017,00120977420175150040,54,998,"[50, 139, 531, 617, 716]"
26.000.12220/2017,00114141920175150046,54,58,"[57, 63, 506, 507, 508, 527, 621, 706, 709, 929]"
26.000.12221/2017,00114229320175150046,54,51,"[57, 63, 436, 506, 507, 508, 621, 706, 929]"
26.000.12222/2017,00114020520175150046,54,46,"[63, 506, 531, 930]"
26.000.12236/2017,00107778020175150139,54,46,"[20, 340, 506, 507, 527, 531, 706, 929]"
26.000.12238/2017,00114072720175150046,54,51,"[63, 436, 506, 507, 508, 531, 706]"
26.000.12248/2017,00102450520175150108,203,50,"[63, 531, 586]"
26.000.12252/2017,00106158520175150139,203,51,"[20, 417, 436, 527, 706]"
26.000.12429/2017,00123138720165150131,54,75,"[63, 507, 508, 527, 531, 621, 706, 709, 929]"
26.000.13494/2017,00120066820175150012,9,58,"[506, 524, 531, 929]"
26.000.13495/2017,00113929720175150130,9,79,"[506, 524, 531, 929]"
26.000.13503/2017,00109484320175150137,54,48,"[50, 176, 531, 540]"
26.000.13504/2017,00109036220175150097,54,47,"[138, 176, 531]"
26.000.13505/2017,00112946320175150114,54,47,"[50, 138, 176, 531]"
26.000.13506/2017,00112954820175150114,54,47,"[50, 138, 176, 531]"
26.000.13507/2017,00100223420175150114,54,47,"[50, 138, 176, 531]"
26.000.13509/2017,00111735120175150141,54,54,"[414, 527, 531, 705, 706]"
26.000.13510/2017,00103262720175150116,54,51,"[63, 436, 508, 531, 929]"
26.000.13511/2017,00123342820175150099,54,75,"[63, 508, 531]"
26.000.13533/2017,00119541820165150009,54,46,"[63, 531, 930]"
26.000.13535/2017,00110822520175150152,54,51,"[63, 436, 508, 531, 621, 705, 706, 929]"
26.000.13537/2017,00115319020165150063,54,998,"[20, 27, 121, 436, 507, 527, 531, 705, 706, 709]"
26.000.13538/2017,00114551020175150038,54,62,"[63, 507, 531]"
26.000.13539/2017,00115405020165150096,54,46,"[63, 506, 531, 929]"
26.000.13542/2017,00118299220175150016,54,58,"[63, 506, 531, 929]"
26.000.13543/2017,00108203720175150003,54,50,"[414, 507, 531, 586, 621, 705, 716, 929]"
26.000.14034/2017,00107188120175150078,54,47,"[50, 138, 176, 531]"
26.000.14035/2017,00118333220175150016,54,49,"[63, 531, 585]"
26.000.14036/2017,00104207120175150084,54,46,"[63, 506, 531, 929]"
26.000.14037/2017,00111787820175150010,54,54,"[414, 507, 508, 527, 531, 705, 706, 709]"
26.000.14038/2017,00102025020175150114,54,75,"[63, 508, 531]"
26.000.14039/2017,00104142220175150001,54,54,"[63, 527, 531, 621, 709]"
26.000.14139/2017,00105639520175150137,54,47,"[138, 176, 531]"
26.000.14187/2017,00118043420175150128,9,75,"[508, 524, 531]"
26.000.14218/2017,00110391520175150047,54,54,"[20, 121, 507, 508, 527, 531, 621, 705, 706, 709]"
26.000.14268/2018,00102195020185150147,54,47,"[138, 176, 531]"
26.000.14269/2018,00121147320175150020,54,75,"[63, 508, 531]"
26.000.14270/2018,00107840920175150063,54,54,"[63, 507, 508, 527, 531, 705, 706, 709, 929]"
26.000.14271/2018,00116899820175150132,54,49,"[63, 531, 585, 929]"
26.000.14272/2018,00116653920175150013,54,50,"[63, 507, 531, 586, 621, 705, 706, 929]"
26.000.14273/2018,00121631720175150020,54,50,"[57, 414, 527, 531, 586, 705, 706]"
26.000.14274/2018,00102817320185150088,54,54,"[63, 507, 508, 527, 531, 621, 706, 709]"
26.000.14275/2018,00102108820185150147,54,47,"[138, 176, 531]"
26.000.14276/2018,00125395820175150034,54,50,"[63, 531, 586, 705, 706, 929]"
26.000.14563/2018,00104216320165150093,54,47,"[138, 176, 531]"
26.000.14564/2018,00124746520175150001,54,47,"[138, 176, 531]"
26.000.14565/2018,00106633920185150097,54,46,"[63, 531, 929]"
26.000.14566/2018,00106755320185150097,54,58,"[63, 506, 527, 531, 586, 705, 929]"
26.000.14684/2018,00122518220175150108,54,75,"[63, 508, 531]"
26.000.14699/2017,00100832620175150135,54,57,"[63, 419, 506, 508, 531, 621, 705, 706, 929]"
26.000.14700/2017,00123334320175150099,54,75,"[63, 508, 531]"
26.000.14701/2017,00126252820175150099,54,75,"[63, 508, 531]"
26.000.14702/2017,00126261320175150099,54,54,"[63, 527, 531, 709]"
26.000.14718/2017,00123412020175150099,54,54,"[63, 527, 531, 709]"
26.000.14719/2017,00123420520175150099,54,54,"[63, 531, 705]"
26.000.14743/2017,00123438720175150099,54,54,"[63, 527, 531, 706]"
26.000.14744/2017,00123447220175150099,54,54,"[63, 531, 705]"
26.000.14774/2018,00102220520185150147,54,47,"[138, 176]"
26.000.14783/2017,00123863320175150096,54,57,"[63, 527, 531, 621]"
26.000.14935/2018,00119882620175150116,54,50,"[63, 531, 586, 621, 705]"
26.000.14957/2018,00125335120175150034,54,50,"[9, 63, 96, 527, 531, 586, 706]"
26.000.14958/2018,00130514620175150097,54,47,"[138, 176, 531]"
26.000.14959/2018,00118583520175150084,9,998,"[19, 75, 370, 503, 524, 531, 535]"
26.000.14961/2018,00115112420175150109,9,75,"[508, 524, 531]"
26.000.15147/2017,00118853420175150014,9,998,"[64, 82, 524, 531]"
26.000.15249/2017,00121181020175150021,54,47,"[50, 138, 176, 531]"
26.000.15281/2018,00116965920175150013,54,50,"[57, 63, 508, 527, 531, 586, 621, 705, 706, 709]"
26.000.15282/2018,00104133320185150088,54,47,"[138, 176, 531]"
26.000.15318/2018,00122863920175150109,54,75,"[63, 508, 531]"
26.000.15408/2018,00103544520185150088,54,47,"[138, 176, 531]"
26.000.15518/2017,00120649020175150135,54,75,"[63, 508, 531]"
26.000.15519/2017,00121324020175150135,54,58,"[63, 506, 531]"
26.000.15543/2017,00108035120175150051,54,48,"[175, 176, 531, 540]"
26.000.15544/2017,00108078820175150051,54,75,"[63, 508, 531]"
26.000.15579/2017,00106564920175150140,54,58,"[50, 63, 506, 527, 531]"
26.000.15580/2017,00108139820175150147,54,47,"[138, 175, 176, 531]"
26.000.15581/2017,00108029320175150139,54,47,"[50, 138, 176, 531]"
26.000.15582/2017,00119987620175150114,54,47,"[50, 138, 175, 176, 531]"
26.000.15592/2018,00107458720185150059,54,64,"[63, 409, 437, 531, 585]"
26.000.15593/2018,00107423520185150059,54,58,"[63, 506, 531]"
26.000.15706/2018,00102593220185150147,54,47,"[138, 176, 531]"
26.000.15717/2017,00109775420175150053,54,73,"[20, 50, 523, 531]"
26.000.15718/2017,00116231220175150038,54,58,"[63, 498, 506, 508, 527, 531, 621, 705, 929]"
26.000.15733/2017,00108087320175150051,54,54,"[63, 527, 531, 709]"
26.000.15734/2017,00108095820175150051,54,998,"[63, 531, 705]"
26.000.15737/2018,00111745220175150071,203,48,"[176, 531, 540]"
26.000.15822/2018,00104946720185150092,9,998,[43]
26.000.15843/2018,00106553920185150137,9,998,[43]
26.000.15952/2017,00116908620175150131,54,57,"[24, 63, 419, 508, 527, 531, 621, 705]"
26.000.15982/2017,00119433120175150016,54,75,"[63, 508, 531]"
26.000.15984/2017,00109778720175150139,54,64,"[20, 409, 506, 531]"
26.000.16174/2018,00101267020185150088,54,47,"[175, 230, 531]"
26.000.16194/2018,00126631620175150010,54,47,"[138, 176, 531]"
26.000.16441/2018,00106130720185150002,54,62,"[414, 507, 531]"
26.000.16498/2017,00109561720175150041,54,998,"[50, 531, 617]"
26.000.16644/2017,00102188920175150021,54,58,"[24, 50, 63, 142, 419, 437, 527, 531, 535, 621, 705, 706, 929]"
26.000.16800/2017,00122794720175150012,9,998,"[82, 524, 531]"
26.000.16803/2017,00111223120175150047,54,48,"[50, 175, 176, 531, 540]"
26.000.16804/2017,00110807920175150047,54,47,"[50, 138, 175, 176, 531]"
26.000.16805/2017,00118635520175150020,9,58,"[63, 506, 524, 531, 929]"
26.000.17153/2017,00126892220165150051,54,48,"[176, 531, 540]"
26.000.17154/2017,00118951420175150003,54,47,"[138, 176, 531]"
26.000.17162/2017,00119068320175150022,54,48,"[176, 531, 540]"
26.000.17163/2017,00113205720175150083,203,51,"[20, 340, 436, 705, 706]"
26.000.17635/2018,00118592020175150084,9,75,"[50, 508, 524, 531]"
26.000.17636/2018,00114657720175150095,9,998,"[50, 82, 506, 524, 531, 587]"
26.000.17639/2018,00117319320175150053,54,48,"[50, 176, 531, 540]"
26.000.17640/2018,00100315920185150114,54,47,"[50, 176, 531, 572]"
26.000.17641/2018,00120122620175150093,54,47,"[138, 176, 531]"
26.000.17642/2018,00117798220175150140,54,47,"[138, 176, 531]"
26.000.17643/2018,00118005820175150140,54,47,"[138, 176, 531]"
26.000.17644/2018,00120866520175150001,54,47,"[65, 138, 176, 531]"
26.000.17645/2018,00117165720175150043,54,47,"[138, 176, 531]"
26.000.17647/2018,00102955520185150121,54,75,"[63, 508, 531]"
26.000.17648/2018,00131199320175150097,54,58,"[57, 63, 436, 506, 508, 531, 621, 929]"
26.000.17649/2018,00108995520175150087,54,998,"[50, 139, 531, 617]"
26.000.17650/2018,00133663720175150077,54,49,"[96, 142, 414, 507, 531, 585, 621, 706, 929]"
26.000.17651/2018,00123664020175150032,54,75,"[63, 508, 531]"
26.000.17652/2018,00123609720175150140,54,50,"[63, 96, 507, 531, 586, 621, 706, 929]"
26.000.17653/2018,00121303120175150051,54,50,"[9, 50, 63, 96, 505, 506, 507, 586, 621, 705, 706, 929]"
26.000.17654/2018,00119945420175150109,54,75,"[63, 508, 531]"
26.000.17655/2018,00114002020175150051,54,51,"[57, 63, 436, 507, 508, 621, 705]"
26.000.17656/2018,00118228820175150020,54,75,"[63, 508, 531]"
26.000.17658/2018,00129446920175150010,54,75,"[63, 508, 527, 705, 709]"
26.000.17659/2018,00129438420175150010,54,75,"[414, 508, 531]"
26.000.17741/2018,00110733920175150063,54,54,"[57, 409, 414, 508, 527, 531, 621, 705, 706, 709, 929]"
26.000.17759/2018,00116898020175150138,54,54,"[50, 63, 527, 531, 706, 709]"
26.000.17789/2017,00120239220175150016,54,75,"[63, 340, 508, 531]"
26.000.17790/2017,00134176220175150040,54,75,"[63, 506, 507, 508, 531, 705, 706, 709]"
26.000.17802/2017,00115457120175150085,54,75,"[63, 508, 531]"
